symbol,exchange,name
053270,KRX,구영테크
053280,KRX,예스24
053290,KRX,NE능률
053300,KRX,한국정보인증
053350,KRX,이니텍
053450,KRX,세코닉스
053580,KRX,웹케시
053610,KRX,프로텍
053620,KRX,태양
053690,KRX,한미글로벌
053700,KRX,삼보모터스
053800,KRX,안랩
053950,KRX,경남제약
053980,KRX,오상자이엘
054040,KRX,한국컴퓨터
054050,KRX,농우바이오
054090,KRX,삼진엘앤디
054180,KRX,메디콕스
054210,KRX,이랜텍
054220,KRX,비츠로시스
054300,KRX,팬스타엔터프라이즈
054410,KRX,케이피티유
054450,KRX,텔레칩스
054540,KRX,삼영엠텍
054620,KRX,APS
054630,KRX,에이디칩스
054670,KRX,대한뉴팜
054780,KRX,키이스트
054800,KRX,아이디스홀딩스
054920,KRX,한컴위드
054930,KRX,유신
054940,KRX,엑사이엔씨
054950,KRX,제이브이엠
055490,KRX,테이팩스
055550,KRX,신한지주
056080,KRX,유진로봇
056090,KRX,시지메드텍
056190,KOSDAQ GLOBAL,에스에프에이
056360,KRX,코위버
056700,KRX,신화인터텍
056730,KRX,CNT85
057030,KRX,YBM넷
057050,KRX,현대홈쇼핑
057540,KRX,옴니시스템
057680,KRX,티사이언티픽
057880,KRX,푸른소나무
058110,KRX,멕아이씨에스
058400,KRX,KNN
058430,KRX,포스코스틸리온
058450,KRX,한주에이알티
058470,KOSDAQ GLOBAL,리노공업
058610,KRX,에스피지
058630,KRX,엠게임
058650,KRX,세아홀딩스
058730,KRX,다스코
058820,KRX,CMG제약
058850,KRX,KTcs
058860,KRX,KTis
058970,KRX,엠로
059090,KRX,미코
059100,KRX,아이컴포넌트
059120,KRX,아진엑스텍
059210,KRX,메타바이오메드
059270,KRX,해성에어로보틱스
060150,KRX,인선이엔티
060230,KRX,소니드
060240,KRX,스타코링크
060250,KRX,NHN KCP
060260,KRX,뉴보텍
060280,KRX,큐렉소
060310,KRX,3S
060370,KRX,LS마린솔루션
060380,KRX,동양에스텍
060480,KRX,국일신동
060540,KRX,에스에이티
060560,KRX,HC홈센타
060570,KRX,드림어스컴퍼니
060590,KRX,씨티씨바이오
060720,KRX,KH바텍
060850,KRX,영림원소프트랩
060900,KRX,DGP
060980,KRX,HL홀딩스
061040,KRX,알에프텍
061250,KRX,화일약품
061970,KRX,LB세미콘
062040,KRX,산일전기
062970,KRX,한국첨단소재
063080,KRX,컴투스홀딩스
063160,KRX,종근당바이오
063170,KRX,서울옥션
063440,KRX,SM Life Design
063570,KRX,NICE인프라
063760,KRX,이엘피
064090,KRX,인크레더블버즈
064240,KRX,홈캐스트
064260,KRX,다날
064290,KRX,인텍플러스
064350,KRX,현대로템
064400,KRX,LG씨엔에스
064480,KRX,브리지텍
064520,KRX,테크엘
064550,KRX,바이오니아
064760,KOSDAQ GLOBAL,티씨케이
064800,KRX,포니링크
064820,KRX,케이프
064850,KRX,에프앤가이드
064960,KRX,SNT모티브
065060,KRX,지엔코
065130,KRX,탑엔지니어링
065150,KRX,대산F&B
065170,KRX,비엘팜텍
065350,KRX,신성델타테크
065370,KRX,위세아이텍
065420,KRX,에스아이리소스
065440,KRX,이루온
065450,KRX,빅텍
065500,KRX,오리엔트정공
065510,KRX,휴비츠
065530,KRX,와이어블
065570,KRX,삼영이엔씨
065650,KRX,하이퍼코퍼레이션
065660,KRX,안트로젠
065680,KRX,우주일렉트로
065690,KRX,파커스
065710,KRX,서호전기
065770,KRX,CS
065950,KRX,웰크론
066130,KRX,하츠
066310,KRX,큐에스아이
066360,KRX,체리부로
066410,KRX,버킷스튜디오
066430,KRX,아이로보틱스
066570,KRX,LG전자
066575,KRX,LG전자우
066590,KRX,우수AMS
066620,KRX,국보디자인
066670,KRX,디티씨
066700,KRX,테라젠이텍스
066790,KRX,씨씨에스
066830,KRX,제노텍
066900,KRX,디에이피
066910,KRX,손오공
066970,KRX,엘앤에프
066980,KRX,한성크린텍
067000,KRX,조이시티
067010,KRX,이씨에스
067080,KRX,대화제약
067160,KOSDAQ GLOBAL,SOOP
067170,KRX,오텍
067280,KRX,멀티캠퍼스
067290,KRX,JW신약
067310,KRX,하나마이크론
067370,KRX,선바이오
067390,KRX,아스트
067570,KRX,엔브이에이치코리아
067630,KRX,HLB생명과학
067730,KRX,로지시스
067770,KRX,세진티에스
067830,KRX,세이브존I&C
067900,KRX,와이엔텍
067920,KRX,이글루
067990,KRX,도이치모터스
068050,KRX,팬엔터테인먼트
068100,KRX,케이웨더
068240,KRX,다원시스
068270,KRX,셀트리온
068290,KRX,삼성출판사
068330,KRX,일신바이오
068760,KRX,셀트리온제약
068790,KRX,DMS
068930,KRX,디지털대성
068940,KRX,셀피글로벌
069080,KOSDAQ GLOBAL,웹젠
069140,KRX,누리플랜
069260,KRX,TKG휴켐스
069330,KRX,유아이디
069410,KRX,엔텔스
069460,KRX,대호에이엘
069510,KRX,에스텍
069540,KRX,빛과전자
069620,KRX,대웅제약
069640,KRX,한세엠케이
069730,KRX,DSR제강
069920,KRX,엑시온그룹
069960,KRX,현대백화점
070300,KRX,엑스큐어
070590,KRX,한솔인티큐브
070960,KRX,모나용평
071050,KRX,한국금융지주
071055,KRX,한국금융지주우
071090,KRX,하이스틸
071200,KRX,인피니트헬스케어
071280,KRX,로체시스템즈
071320,KRX,지역난방공사
071670,KRX,에이테크솔루션
071840,KRX,롯데하이마트
071850,KRX,캐스텍코리아
071950,KRX,코아스
071970,KRX,HD현대마린엔진
072020,KRX,중앙백신
072130,KRX,유엔젤
072470,KRX,우리산업홀딩스
072710,KRX,농심홀딩스
072770,KRX,율호
072870,KRX,메가스터디
072950,KRX,빛샘전자
072990,KRX,에이치시티
073010,KRX,케이에스피
073110,KRX,엘엠에스
073190,KRX,듀오백
073240,KRX,금호타이어
073490,KRX,이노와이어리스
073540,KRX,에프알텍
073560,KRX,우리손에프앤지
073570,KRX,리튬포어스
073640,KRX,테라사이언스
074430,KRX,아미노로직스
074600,KOSDAQ GLOBAL,원익QnC
074610,KRX,이엔플러스
075130,KRX,플랜티넷
075180,KRX,새론오토모티브
075580,KRX,세진중공업
075970,KRX,동국알앤에스
076080,KRX,웰크론한텍
076340,KRX,지에이이노더스
076610,KRX,해성옵틱스
077360,KRX,덕산하이메탈
077500,KRX,유니퀘스트
077970,KRX,STX엔진
078000,KRX,텔코웨어
078020,KRX,LS증권
078070,KRX,유비쿼스홀딩스
078130,KRX,국일제지
078140,KRX,대봉엘에스
078150,KRX,HB테크놀러지
078160,KRX,메디포스트
078340,KOSDAQ GLOBAL,컴투스
078350,KRX,한양디지텍
078520,KRX,에이블씨엔씨
078590,KRX,휴림에이텍
078600,KRX,대주전자재료
078860,KRX,엔에스이엔엠
078890,KRX,가온그룹
078930,KRX,GS
078935,KRX,GS우
079000,KRX,와토스코리아
079160,KRX,CJ CGV
079170,KRX,한창산업
079190,KRX,케스피온
079370,KRX,제우스
079430,KRX,현대리바트
079550,KRX,LIG넥스원
079650,KRX,서산
079810,KRX,디이엔티
079900,KRX,전진건설로봇
079940,KRX,가비아
079950,KRX,인베니아
079960,KRX,동양이엔피
079970,KRX,투비소프트
079980,KRX,휴비스
080010,KRX,이상네트웍스
080160,KRX,모두투어
080220,KRX,제주반도체
080420,KRX,모다이노칩
080470,KRX,성창오토텍
080520,KRX,오디텍
080530,KRX,코디
080580,KRX,오킨스전자
080720,KRX,한국유니온제약
081000,KRX,일진다이아
081150,KRX,티플랙스
081180,KRX,쎄크
081580,KRX,성우전자
081660,KRX,미스토홀딩스
082210,KRX,옵트론텍
082270,KRX,젬백스
082640,KRX,동양생명
082660,KRX,코스나인
082740,KRX,한화엔진
082800,KRX,비보존 제약
082850,KRX,우리바이오
082920,KRX,비츠로셀
083310,KRX,엘오티베큠
083420,KRX,그린케미칼
083450,KRX,GST
083470,KRX,이엠앤아이
083500,KRX,에프엔에스테크
083550,KRX,케이엠
083640,KRX,인콘
083650,KRX,비에이치아이
083660,KRX,CSA 코스믹
083790,KRX,CG인바이츠
083930,KRX,아바코
084010,KRX,대한제강
084110,KRX,휴온스글로벌
084180,KRX,수성웹툰
084370,KRX,유진테크
084440,KRX,유비온
084650,KRX,랩지노믹스
084670,KRX,동양고속
084680,KRX,이월드
084690,KRX,대상홀딩스
084695,KRX,대상홀딩스우
084730,KRX,팅크웨어
084850,KOSDAQ GLOBAL,아이티엠반도체
084870,KRX,TBH글로벌
084990,KRX,헬릭스미스
085310,KRX,엔케이
085620,KRX,미래에셋생명
085660,KRX,차바이오텍
085670,KRX,뉴프렉스
085810,KRX,알티캐스트
085910,KRX,네오티스
086040,KRX,바이오톡스텍
086060,KRX,진바이오텍
086220,KRX,광동헬스바이오
086280,KRX,현대글로비스
086390,KRX,유니테스트
086450,KOSDAQ GLOBAL,동국제약
086520,KOSDAQ GLOBAL,에코프로
086670,KRX,비엠티
086710,KRX,선진뷰티사이언스
086790,KRX,하나금융지주
086820,KRX,바이오솔루션
086890,KRX,이수앱지스
086900,KRX,메디톡스
086960,KRX,MDS테크
086980,KRX,쇼박스
087010,KRX,펩트론
087260,KRX,모바일어플라이언스
087600,KRX,픽셀플러스
088130,KRX,동아엘텍
088260,KRX,이리츠코크렙
088280,KRX,쏘닉스
088290,KRX,이원컴포텍
088340,KRX,유라클
088350,KRX,한화생명
088390,KRX,이녹스
088790,KRX,진도
088800,KRX,에이스테크
088910,KRX,동우팜투테이블
088980,KRX,맥쿼리인프라
089010,KRX,켐트로닉스
089030,KRX,테크윙
089140,KRX,넥스턴바이오
089150,KRX,케이씨티
089230,KRX,THE E&M
089470,KRX,HDC현대EP
089590,KRX,제주항공
089600,KRX,KT나스미디어
089790,KRX,제이티
089850,KRX,유비벨록스
089860,KRX,롯데렌탈
089890,KRX,코세스
089970,KRX,브이엠
089980,KRX,상아프론테크
090080,KRX,평화산업
090150,KRX,아이윈
090350,KRX,노루페인트
090355,KRX,노루페인트우
090360,KRX,로보스타
090370,KRX,메타랩스
090410,KRX,덕신이피씨
090430,KRX,아모레퍼시픽
090435,KRX,아모레퍼시픽우
090460,KRX,비에이치
090470,KRX,제이스텍
090710,KRX,휴림로봇
090850,KRX,현대이지웰
091090,KRX,세원이앤씨
091120,KRX,이엠텍
091340,KRX,S&K폴리텍
091440,KRX,한울소재과학
091580,KRX,상신이디피
091590,KRX,남화토건
091700,KOSDAQ GLOBAL,파트론
091810,KRX,티웨이항공
091970,KRX,나노캠텍
092040,KRX,아미코젠
092070,KRX,디엔에프
092130,KRX,이크레더블
092190,KRX,서울바이오시스
092200,KRX,디아이씨
092220,KRX,KEC
092230,KRX,KPX홀딩스
092300,KRX,현우산업
092440,KRX,기신정기
092460,KRX,한라IMS
092590,KRX,럭스피아
092600,KRX,앤씨앤
092730,KRX,네오팜
092780,KRX,DYP
092790,KRX,넥스틸
092870,KRX,엑시콘
093050,KRX,LF
093190,KRX,빅솔론
093240,KRX,형지엘리트
093320,KRX,케이아이엔엑스
093370,KRX,후성
093380,KRX,풍강
093510,KRX,엔지브이아이
093520,KRX,매커스
093640,KRX,케이알엠
093920,KRX,서원인텍
094170,KRX,동운아나텍
094280,KRX,효성ITX
094360,KRX,칩스앤미디어
094480,KRX,갤럭시아머니트리
094800,KRX,맵스리얼티1
094820,KRX,일진파워
094840,KRX,슈프리마에이치큐
094850,KRX,참좋은여행
094860,KRX,네오리진
094940,KRX,푸른기술
094970,KRX,제이엠티
095190,KRX,이엠코리아
095270,KRX,웨이브일렉트로
095340,KOSDAQ GLOBAL,ISC
095500,KRX,미래나노텍
095570,KRX,AJ네트웍스
095610,KRX,테스
095660,KRX,네오위즈
095700,KRX,제넥신
095720,KRX,웅진씽크빅
095910,KRX,에스에너지
096240,KRX,크레버스
096250,KRX,와이즈넛
096350,KRX,대창솔루션
096530,KRX,씨젠
096610,KRX,알에프세미
096630,KRX,에스코넥
096690,KRX,에이루트
096760,KRX,JW홀딩스
096770,KRX,SK이노베이션
096775,KRX,SK이노베이션우
096870,KRX,엘디티
097230,KRX,HJ중공업
097520,KRX,엠씨넥스
097780,KRX,에코볼트
097800,KRX,윈팩
097870,KRX,효성오앤비
097950,KRX,CJ제일제당
097955,KRX,CJ제일제당 우
098070,KRX,한텍
098120,KRX,마이크로컨텍솔
098460,KRX,고영
098660,KRX,에스티오
099190,KRX,아이센스
099220,KRX,SDN
099320,KRX,쎄트렉아이
099390,KRX,브레인즈컴퍼니
099410,KRX,동방선기
099430,KRX,바이오플러스
099440,KRX,스맥
099520,KRX,DGI
099750,KRX,이지케어텍
100030,KRX,인지소프트
100090,KRX,SK오션플랜트
100120,KRX,뷰웍스
100130,KRX,동국S&C
100220,KRX,비상교육
100250,KRX,진양홀딩스
100590,KRX,머큐리
100660,KRX,서암기계공업
100700,KRX,세운메디칼
100790,KRX,미래에셋벤처투자
100840,KRX,SNT에너지
101000,KRX,KS인더스트리
101140,KRX,인바이오젠
101160,KRX,월덱스
101170,KRX,우림피티에스
101240,KRX,씨큐브
101330,KRX,모베이스
101360,KRX,에코앤드림
101390,KRX,아이엠
101400,KRX,엔시트론
101490,KRX,에스앤에스텍
101530,KRX,해태제과식품
101670,KRX,하이드로리튬
101680,KRX,한국정밀기계
101730,KRX,위메이드맥스
101930,KRX,인화정공
101970,KRX,우양에이치씨
102120,KRX,어보브반도체
102260,KRX,동성케미컬
102280,KRX,쌍방울
102370,KRX,케이옥션
102460,KRX,이연제약
102710,KRX,이엔에프테크놀로지
102940,KRX,코오롱생명과학
102950,KRX,아하
103140,KRX,풍산
103230,KRX,에스앤더블류
103590,KRX,일진전기
103660,KRX,씨앗
103840,KRX,우양
104040,KRX,대성파인텍
104200,KRX,NHN벅스
104460,KRX,디와이피엔에프
104480,KRX,티케이케미칼
104540,KRX,코렌텍
104620,KRX,노랑풍선
104700,KRX,한국철강
104830,KRX,원익머트리얼즈
105330,KRX,케이엔더블유
105550,KRX,엣지파운드리
105560,KRX,KB금융
105630,KRX,한세실업
105740,KRX,디케이락
105760,KRX,포스뱅크
105840,KRX,우진
106080,KRX,케이이엠텍
106190,KRX,하이텍팜
106240,KRX,파인테크닉스
106520,KRX,노블엠앤비
107590,KRX,미원홀딩스
107600,KRX,새빗켐
107640,KRX,한중엔시에스
108230,KRX,톱텍
108320,KRX,LX세미콘
108380,KRX,대양전기공업
108490,KRX,로보티즈
108670,KRX,LX하우시스
108675,KRX,LX하우시스우
108860,KRX,셀바스AI
109070,KRX,주성코퍼레이션
109080,KRX,옵티시스
109610,KRX,에스와이
109670,KRX,씨싸이트
109740,KRX,디에스케이
109820,KRX,진매트릭스
109860,KRX,동일금속
109960,KRX,앱토크롬
110020,KRX,전진바이오팜
110790,KRX,크리스에프앤씨
110990,KRX,디아이티
111110,KRX,호전실업
111380,KRX,동인기연
111710,KRX,남화산업
111770,KRX,영원무역
111870,KRX,KH 미래물산
112040,KRX,위메이드
112190,KRX,KC산업
112290,KRX,와이씨켐
112610,KRX,씨에스윈드
113810,KRX,디젠스
114090,KRX,GKL
114190,KRX,강원에너지
114450,KRX,그린생명과학
114630,KRX,폴라리스우노
114810,KRX,한솔아이원스
114840,KRX,아이패밀리에스씨
114920,KRX,대주이엔티
115160,KRX,휴맥스
115180,KRX,큐리언트
115310,KRX,인포바인
115440,KRX,우리넷
115450,KRX,HLB테라퓨틱스
115480,KRX,씨유메디칼
115500,KRX,케이씨에스
115530,KRX,씨엔플러스
115570,KRX,스타플렉스
115610,KRX,이미지스
116100,KRX,태양기계
117580,KRX,대성에너지
117670,KRX,알파칩스
117730,KRX,티로보틱스
118000,KRX,메타케어
118990,KRX,모트렉스
119500,KRX,포메탈
119610,KRX,인터로조
119650,KRX,KC코트렐
119830,KRX,아이텍
119850,KRX,지엔씨에너지
120030,KRX,조선선재
120110,KRX,코오롱인더
120115,KRX,코오롱인더우
120240,KRX,대정화금
121060,KRX,유니포인트
121440,KRX,골프존홀딩스
121600,KRX,나노신소재
121800,KRX,비덴트
121850,KRX,코이즈
121890,KRX,에스디시스템
122310,KRX,제노레이
122350,KRX,삼기
122450,KRX,KX
122640,KRX,예스티
122690,KRX,서진오토모티브
122830,KRX,원포유
122870,KRX,와이지엔터테인먼트
122900,KRX,아이마켓코리아
122990,KRX,와이솔
123010,KRX,아이윈플러스
123040,KRX,엠에스오토텍
123330,KRX,제닉
123410,KRX,코리아에프티
123420,KRX,위메이드플레이
123570,KRX,이엠넷
123690,KRX,한국화장품
123700,KRX,SJM
123750,KRX,알톤
123840,KRX,뉴온
123860,KRX,아나패스
123890,KRX,한국자산신탁
124500,KRX,아이티센글로벌
124560,KRX,태웅로직스
125020,KRX,티씨머티리얼즈
125210,KRX,아모그린텍
125490,KRX,한라캐스트
126340,KRX,비나텍
126560,KRX,현대퓨처넷
126600,KRX,BGF에코머티리얼즈
126640,KRX,화신정공
126700,KRX,하이비젼시스템
126720,KRX,수산인더스트리
126730,KRX,코칩
126880,KRX,제이엔케이글로벌
127120,KRX,제이에스링크
127710,KRX,아시아경제
127980,KRX,화인써키트
128540,KRX,에코캡
128660,KRX,피제이메탈
128820,KRX,대성산업
128940,KRX,한미약품
129260,KRX,인터지스
129890,KRX,앱코
129920,KRX,대성하이텍
130500,KRX,GH신소재
130580,KRX,나이스디앤비
130660,KRX,한전산업
130740,KRX,티피씨글로벌
131030,KRX,옵투스제약
131090,KRX,시큐브
131100,KRX,티엔엔터테인먼트
131180,KRX,딜리
131220,KRX,대한과학
131290,KRX,티에스이
131370,KRX,알서포트
131400,KRX,이브이첨단소재
131760,KRX,파인텍
131970,KOSDAQ GLOBAL,두산테스나
133750,KRX,메가엠디
133820,KRX,화인베스틸
134060,KRX,이퓨쳐
134380,KRX,미원화학
134580,KRX,탑코미디어
134790,KRX,시디즈
136150,KRX,원일티엔아이
136410,KRX,아셈스
136480,KRX,하림
136490,KRX,선진
136540,KRX,윈스테크넷
136660,KRX,큐엠씨
137080,KRX,나래나노텍
137310,KRX,에스디바이오센서
137400,KOSDAQ GLOBAL,피엔티
137940,KRX,넥스트아이
137950,KRX,제이씨케미칼
138040,KRX,메리츠금융지주
138070,KRX,신진에스엠
138080,KRX,오이솔루션
138360,KRX,협진
138490,KRX,코오롱ENP
138610,KRX,나이벡
138930,KRX,BNK금융지주
139050,KRX,BF랩스
139130,KRX,iM금융지주
139480,KRX,이마트
139670,KRX,키네마스터
139990,KRX,아주스틸
140070,KRX,서플러스글로벌
140410,KRX,메지온
140430,KRX,카티스
140520,KRX,대창스틸
140610,KRX,엔솔바이오사이언스
140660,KRX,위월드
140670,KRX,알에스오토메이션
140860,KOSDAQ GLOBAL,파크시스템스
140910,KRX,에이리츠
141000,KRX,비아트론
141080,KOSDAQ GLOBAL,리가켐바이오
142210,KRX,유니트론텍
142280,KRX,녹십자엠에스
142760,KRX,모아라이프플러스
143160,KRX,아이디스
143210,KRX,핸즈코퍼레이션
143240,KRX,사람인
143540,KRX,영우디에스피
144510,KRX,지씨셀
144960,KRX,뉴파워프라즈마
145020,KOSDAQ GLOBAL,휴젤
145170,KRX,노브랜드
145210,KRX,다이나믹디자인
145270,KRX,케이탑리츠
145720,KRX,덴티움
145990,KRX,삼양사
145995,KRX,삼양사우
146060,KRX,율촌
146320,KRX,비씨엔씨
147760,KRX,피엠티
147830,KRX,제룡산업
148150,KRX,세경하이테크
148250,KRX,알엔투테크놀로지
148780,KRX,비큐AI
148930,KRX,에이치와이티씨
149010,KRX,아이케이세미콘
149300,KRX,아퓨어스
149950,KRX,아바텍
149980,KRX,하이로닉
150840,KRX,인트로메딕
150900,KRX,파수
151860,KRX,KG에코솔루션
151910,KRX,퓨처코어
152550,KRX,한국ANKOR유전
153460,KRX,네이블
153490,KRX,우리이앤엘
153710,KRX,옵티팜
154030,KRX,아시아종묘
154040,KRX,다산솔루에타
155650,KRX,와이엠씨
155660,KRX,DSR
156100,KRX,엘앤케이바이오
158430,KRX,아톤
159010,KRX,아스플로
159580,KRX,제로투세븐
159910,KRX,에코글로우
160190,KRX,하이젠알앤엠
160550,KRX,NEW
160980,KRX,싸이맥스
161000,KRX,애경케미칼
161390,KRX,한국타이어앤테크놀로지
161580,KRX,필옵틱스
161890,KRX,한국콜마
162120,KRX,루켄테크놀러지스
162300,KRX,신스틸
163280,KRX,에어레인
163560,KRX,동일고무벨트
163730,KRX,핑거
166090,KOSDAQ GLOBAL,하나머티리얼즈
166480,KRX,코아스템켐온
168330,KRX,내츄럴엔도텍
168360,KRX,펨트론
169330,KRX,엠브레인
169670,KRX,코스텍시스템
170030,KRX,현대공업
170790,KRX,파이오링크
170900,KRX,동아에스티
170920,KRX,엘티씨
171010,KRX,램테크놀러지
171090,KRX,선익시스템
171120,KRX,라이온켐텍
172670,KRX,에이엘티
173130,KRX,오파스넷
173940,KRX,에프엔씨엔터
174880,KRX,장원테크
174900,KRX,앱클론
175140,KRX,휴먼테크놀로지
175250,KRX,아이큐어
175330,KRX,JB금융지주
176590,KRX,코나솔
176750,KRX,듀켐바이오
177350,KRX,베셀
177830,KRX,파버나인
177900,KRX,쓰리에이로직스
178320,KRX,서진시스템
178600,KRX,대동고려삼
178780,KRX,일월지엠엘
178920,KRX,PI첨단소재
179290,KRX,엠아이텍
179530,KRX,애드바이오텍
179720,KRX,머니무브
179900,KRX,유티아이
180060,KRX,탑선
180400,KRX,DXVX
180640,KRX,한진칼
181710,KRX,NHN
182360,KRX,큐브엔터
182400,KRX,엔케이맥스
183190,KRX,아세아시멘트
183300,KOSDAQ GLOBAL,코미코
183490,KRX,엔지켐생명과학
184230,KRX,SGA솔루션즈
185190,KRX,수프로
185490,KRX,아이진
185750,KRX,종근당
186230,KRX,그린플러스
187220,KRX,디티앤씨
187270,KRX,신화콘텍
187420,KRX,HLB제넥스
187660,KRX,현대ADM
187790,KRX,나노
187870,KRX,디바이스
188040,KRX,바이오포트
188260,KRX,세니젠
189300,KRX,인텔리안테크
189330,KRX,씨이랩
189350,KRX,코셋
189690,KRX,포시에스
189860,KRX,서전기전
189980,KRX,흥국에프엔비
190510,KRX,나무가
190650,KRX,코리아에셋투자증권
191410,KRX,육일씨엔에쓰
191420,KRX,테고사이언스
191600,KRX,블루탑
192080,KRX,더블유게임즈
192250,KRX,케이사인
192390,KRX,윈하이텍
192400,KRX,쿠쿠홀딩스
192410,KRX,오늘이엔엠
192440,KRX,슈피겐코리아
192650,KRX,드림텍
192820,KRX,코스맥스
193250,KRX,링크드
194370,KRX,제이에스코퍼레이션
194480,KRX,데브시스터즈
194700,KRX,노바렉스
195500,KRX,마니커에프앤지
195870,KRX,해성디에스
195940,KOSDAQ GLOBAL,HK이노엔
195990,KRX,에이비프로바이오
196170,KOSDAQ GLOBAL,알테오젠
196300,KRX,HLB펩
196450,KRX,코아시아씨엠
196490,KRX,디에이테크놀로지
196700,KRX,웹스
197140,KRX,디지캡
198080,KRX,캐프
198440,KRX,강동씨앤엘
198940,KRX,한주라이트메탈
199150,KRX,데이터스트림즈
199290,KRX,바이오프로테크
199430,KRX,케이엔알시스템
199480,KRX,뱅크웨어글로벌
199550,KRX,레이저옵텍
199730,KRX,바이오인프라
199800,KRX,툴젠
199820,KRX,제일일렉트릭
200130,KOSDAQ GLOBAL,콜마비앤에이치
200230,KRX,텔콘RF제약
200350,KRX,아티스트스튜디오
200470,KRX,에이팩트
200580,KRX,메디쎄이
200670,KRX,휴메딕스
200710,KRX,에이디테크놀로지
200780,KRX,비씨월드제약
200880,KRX,서연이화
201490,KRX,미투온
202960,KRX,판도라티비
203400,KRX,에이비온
203450,KRX,유니온바이오메트릭스
203650,KRX,드림시큐리티
203690,KRX,아크솔루션스
204020,KRX,그리티
204210,KRX,스타에스엠리츠
204270,KRX,제이앤티씨
204320,KRX,HL만도
204610,KRX,티쓰리
204620,KRX,글로벌텍스프리
204630,KRX,스튜디오산타클로스
204840,KRX,지엘팜텍
205100,KRX,엑셈
205470,KRX,휴마시스
205500,KRX,넥써쓰
206400,KRX,베노티앤알
206560,KRX,덱스터
206640,KRX,바디텍메드
206650,KRX,유바이오로직스
206950,KRX,볼빅
207490,KRX,에이펙스인텍
207760,KRX,미스터블루
207940,KRX,삼성바이오로직스
208140,KRX,정다운
208340,KRX,파멥신
208350,KRX,지란지교시큐리티
208370,KRX,셀바스헬스케어
208640,KRX,썸에이지
208710,KRX,포톤
208850,KRX,이비테크
208860,KRX,엔지스테크널러지
208890,KRX,미래엔에듀파트너
209640,KRX,와이제이링크
210120,KRX,캔버스엔
210540,KRX,디와이파워
210980,KRX,SK디앤디
211050,KRX,인카금융서비스
211270,KRX,AP위성
212310,KRX,오건에코텍
212560,KRX,네오오토
212710,KRX,아이에스티이
213420,KOSDAQ GLOBAL,덕산네오룩스
213500,KRX,한솔제지
214150,KOSDAQ GLOBAL,클래시스
214180,KRX,헥토이노베이션
214260,KRX,라파스
214270,KRX,FSN
214320,KRX,이노션
214330,KRX,금호에이치티
214370,KRX,케어젠
214390,KRX,경보제약
214420,KRX,토니모리
214430,KRX,아이쓰리시스템
214450,KOSDAQ GLOBAL,파마리서치
214610,KRX,더바이오메드
214680,KRX,디알텍
215000,KOSDAQ GLOBAL,골프존
215090,KRX,솔디펜스
215100,KRX,로보로보
215200,KOSDAQ GLOBAL,메가스터디교육
215360,KRX,우리산업
215380,KRX,우정바이오
215480,KRX,토박스코리아
215570,KRX,크로넥스
215600,KRX,신라젠
215790,KRX,이노인스트루먼트
216050,KRX,인크로스
216080,KRX,제테마
216400,KRX,인바이츠바이오코아
217190,KRX,제너셈
217270,KRX,넵튠
217320,KRX,썬테크
217330,KRX,싸이토젠
217480,KRX,에스디생명공학
217500,KRX,러셀
217620,KRX,선샤인푸드
217730,KRX,강스템바이오텍
217820,KRX,원익피앤이
217880,KRX,틸론
217910,KRX,에스제이켐
217950,KRX,파마리서치바이오
218150,KRX,미래생명자원
218410,KRX,RFHIC
219130,KRX,타이거일렉
219420,KRX,링크제니시스
219550,KRX,디와이디
219750,KRX,한국비티비
220100,KRX,퓨쳐켐
220180,KRX,핸디소프트
220260,KRX,켐트로스
221800,KRX,유투바이오
221840,KRX,하이즈항공
221980,KRX,케이디켐
222040,KRX,코스맥스엔비티
222080,KOSDAQ GLOBAL,씨아이에스
222110,KRX,팬젠
222160,KRX,NPX
222420,KRX,쎄노텍
222670,KRX,플럼라인생명과학
222800,KOSDAQ GLOBAL,심텍
222810,KRX,세토피아
222980,KRX,한국맥널티
223220,KRX,로지스몬
223250,KRX,드림씨아이에스
223310,KRX,사토시홀딩스
224060,KRX,더코디
224110,KRX,에이텍모빌리티
224760,KRX,엔에스컴퍼니
224810,KRX,엄지하우스
225190,KRX,LK삼양
225220,KRX,제놀루션
225430,KRX,케이엠제약
225530,KRX,HC보광산업
225570,KRX,넥슨게임즈
225590,KRX,패션플랫폼
226320,KRX,잇츠한불
226330,KRX,신테카바이오
226340,KRX,본느
226360,KRX,KH 건설
226400,KRX,오스테오닉
226590,KRX,엠디바이스
226950,KRX,올릭스
227100,KRX,퀀텀온
227420,KRX,도부
227610,KRX,아우딘퓨쳐스
227840,KRX,현대코퍼레이션홀딩스
227950,KRX,엔투텍
228340,KRX,동양파일
228670,KRX,레이
228760,KRX,지노믹트리
228850,KRX,레이언스
229000,KRX,젠큐릭스
229500,KRX,노브메타파마
229640,KRX,LS에코에너지
230240,KRX,에치에프알
230360,KRX,에코마케팅
230980,KRX,비유테크놀러지
232140,KRX,와이씨
232530,KRX,이엠티
232680,KRX,라온테크
232830,KRX,아이티센피엔에스
233250,KRX,메디안디노스틱
233990,KRX,질경이
234030,KRX,싸이닉솔루션
234070,KRX,에이원알폼
234080,KRX,JW생명과학
234100,KRX,폴라리스세원
234300,KRX,에스트래픽
234340,KRX,헥토파이낸셜
234690,KRX,녹십자웰빙
234920,KRX,자이글
235980,KRX,메드팩토
